community,ID,title,genre,ID_cp,title_cp,genre_cp
147,247060,Of Love and Shadows,Drama,247059,"Star Trek - The Original Series, Vol. 29, Episodes 57 & 58: Elaan of Troyius/ The Paradise Syndrome",Science Fiction & Fantasy
147,247060,Of Love and Shadows,Drama,247061,Why Do They Say Love When They Mean Sex?,Drama
147,247061,Why Do They Say Love When They Mean Sex?,Drama,247059,"Star Trek - The Original Series, Vol. 29, Episodes 57 & 58: Elaan of Troyius/ The Paradise Syndrome",Science Fiction & Fantasy
147,247061,Why Do They Say Love When They Mean Sex?,Drama,247060,Of Love and Shadows,Drama
151,247125,The Invisibles,Drama,247057,Unhook the Stars,Comedy
151,247125,The Invisibles,Drama,247058,"Star Trek - The Original Series, Vol. 30, Episodes 59 and 60: The Enterprise Incident/ And the Children Shall Lead",Science Fiction & Fantasy
151,247125,The Invisibles,Drama,247126,WWE Hardcore,Sports
151,247126,WWE Hardcore,Sports,247057,Unhook the Stars,Comedy
151,247126,WWE Hardcore,Sports,247058,"Star Trek - The Original Series, Vol. 30, Episodes 59 and 60: The Enterprise Incident/ And the Children Shall Lead",Science Fiction & Fantasy
151,247126,WWE Hardcore,Sports,247125,The Invisibles,Drama
152,247207,Civil War Journal - The Conflict Begins,Documentary,247208,World War II - War in the Pacific,Documentary
152,247207,Civil War Journal - The Conflict Begins,Documentary,247210,The Unexplained Boxed Set,Documentary
152,247207,Civil War Journal - The Conflict Begins,Documentary,250585,Where the Truth Lies,Drama
152,247208,World War II - War in the Pacific,Documentary,247207,Civil War Journal - The Conflict Begins,Documentary
152,247208,World War II - War in the Pacific,Documentary,247210,The Unexplained Boxed Set,Documentary
152,247208,World War II - War in the Pacific,Documentary,250585,Where the Truth Lies,Drama
152,247210,The Unexplained Boxed Set,Documentary,247207,Civil War Journal - The Conflict Begins,Documentary
152,247210,The Unexplained Boxed Set,Documentary,247208,World War II - War in the Pacific,Documentary
152,247210,The Unexplained Boxed Set,Documentary,250585,Where the Truth Lies,Drama
152,250585,Where the Truth Lies,Drama,247207,Civil War Journal - The Conflict Begins,Documentary
152,250585,Where the Truth Lies,Drama,247208,World War II - War in the Pacific,Documentary
152,250585,Where the Truth Lies,Drama,247210,The Unexplained Boxed Set,Documentary
153,252209,The Wedding Dance,General,252228,Tighter Assets with Tamilee: Weight Loss,Sports
153,252228,Tighter Assets with Tamilee: Weight Loss,Sports,146479,Higher Learning,Drama
153,252228,Tighter Assets with Tamilee: Weight Loss,Sports,252209,The Wedding Dance,General
154,252232,Snare Drum Basics-DVD,Musicals & Performing Arts,252233,Fit to the Hits with Tamilee: Motown Moves,Sports
154,252232,Snare Drum Basics-DVD,Musicals & Performing Arts,252235,The Hidden Half,Drama
154,252232,Snare Drum Basics-DVD,Musicals & Performing Arts,254647,The Gorilla,Comedy
154,252233,Fit to the Hits with Tamilee: Motown Moves,Sports,252232,Snare Drum Basics-DVD,Musicals & Performing Arts
154,252233,Fit to the Hits with Tamilee: Motown Moves,Sports,252235,The Hidden Half,Drama
154,252235,The Hidden Half,Drama,252232,Snare Drum Basics-DVD,Musicals & Performing Arts
154,252235,The Hidden Half,Drama,252233,Fit to the Hits with Tamilee: Motown Moves,Sports
155,252239,The Bitter Tears of Petra von Kant,Drama,252240,Two Women,Drama
155,252239,The Bitter Tears of Petra von Kant,Drama,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense
155,252240,Two Women,Drama,252239,The Bitter Tears of Petra von Kant,Drama
155,252240,Two Women,Drama,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense
155,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense,252239,The Bitter Tears of Petra von Kant,Drama
155,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense,252240,Two Women,Drama
156,253141,National Geographic - SuperCroc,Documentary,253143,Eastwood After Hours (Live at Carnegie Hall),Music Video & Concerts
156,253143,Eastwood After Hours (Live at Carnegie Hall),Music Video & Concerts,253141,National Geographic - SuperCroc,Documentary
154,254647,The Gorilla,Comedy,252232,Snare Drum Basics-DVD,Musicals & Performing Arts
154,254647,The Gorilla,Comedy,252233,Fit to the Hits with Tamilee: Motown Moves,Sports
154,254647,The Gorilla,Comedy,252235,The Hidden Half,Drama
157,256871,Freefall 3050 A.D.,Action & Adventure,256873,Tempest 3000,Action & Adventure
157,256873,Tempest 3000,Action & Adventure,256871,Freefall 3050 A.D.,Action & Adventure
157,256873,Tempest 3000,Action & Adventure,258064,Tandem,Drama
157,256873,Tempest 3000,Action & Adventure,258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports
157,258064,Tandem,Drama,256871,Freefall 3050 A.D.,Action & Adventure
157,258064,Tandem,Drama,256873,Tempest 3000,Action & Adventure
157,258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports,256871,Freefall 3050 A.D.,Action & Adventure
157,258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports,256873,Tempest 3000,Action & Adventure
158,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy,260144,Posse,Classics
158,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy,260145,The Mean Season,Mystery & Suspense
158,260144,Posse,Classics,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy
158,260144,Posse,Classics,260145,The Mean Season,Mystery & Suspense
158,260145,The Mean Season,Mystery & Suspense,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy
158,260145,The Mean Season,Mystery & Suspense,260144,Posse,Classics
159,260910,I Was a Teenage Zombie,Comedy,260972,Bloody Vampire,Horror
160,260966,Naked Space,Comedy,260967,Samson in the Wax Museum,Horror
160,260967,Samson in the Wax Museum,Horror,260966,Naked Space,Comedy
159,260972,Bloody Vampire,Horror,260910,I Was a Teenage Zombie,Comedy
161,261351,The Princess and the Barrio Boy,Drama,261352,Taps,Drama
161,261351,The Princess and the Barrio Boy,Drama,261361,Xena - The Series Finale (The Director's Cut),Television
161,261351,The Princess and the Barrio Boy,Drama,261372,Seventeen Again,Comedy
161,261352,Taps,Drama,261351,The Princess and the Barrio Boy,Drama
161,261352,Taps,Drama,261361,Xena - The Series Finale (The Director's Cut),Television
161,261352,Taps,Drama,261371,Frankie and Hazel,Comedy
161,261352,Taps,Drama,261372,Seventeen Again,Comedy
161,261361,Xena - The Series Finale (The Director's Cut),Television,261351,The Princess and the Barrio Boy,Drama
161,261361,Xena - The Series Finale (The Director's Cut),Television,261352,Taps,Drama
161,261361,Xena - The Series Finale (The Director's Cut),Television,261372,Seventeen Again,Comedy
161,261371,Frankie and Hazel,Comedy,261351,The Princess and the Barrio Boy,Drama
161,261371,Frankie and Hazel,Comedy,261352,Taps,Drama
161,261372,Seventeen Again,Comedy,261351,The Princess and the Barrio Boy,Drama
161,261372,Seventeen Again,Comedy,261352,Taps,Drama
161,261372,Seventeen Again,Comedy,261361,Xena - The Series Finale (The Director's Cut),Television
56,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261583,"Hollywood Screen Tests, Take 2",Classics
56,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261593,Oz - The Complete First Season,Television
56,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261594,Momentum (Large Format),Documentary
56,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261595,Dance 'til Dawn,Comedy
56,261583,"Hollywood Screen Tests, Take 2",Classics,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261583,"Hollywood Screen Tests, Take 2",Classics,261584,"Hollywood Screen Tests, Take 1",Classics
56,261583,"Hollywood Screen Tests, Take 2",Classics,261595,Dance 'til Dawn,Comedy
56,261584,"Hollywood Screen Tests, Take 1",Classics,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
56,261584,"Hollywood Screen Tests, Take 1",Classics,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy
56,261584,"Hollywood Screen Tests, Take 1",Classics,261598,Lonesome Dove,Classics
56,261587,Cannibal Apocalypse,Horror,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261587,Cannibal Apocalypse,Horror,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy
56,261587,Cannibal Apocalypse,Horror,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy
56,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261584,"Hollywood Screen Tests, Take 1",Classics
56,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261598,Lonesome Dove,Classics
56,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261605,Exit to Eden,Comedy
56,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
56,261593,Oz - The Complete First Season,Television,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261593,Oz - The Complete First Season,Television,261583,"Hollywood Screen Tests, Take 2",Classics
56,261593,Oz - The Complete First Season,Television,261594,Momentum (Large Format),Documentary
56,261594,Momentum (Large Format),Documentary,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261594,Momentum (Large Format),Documentary,261584,"Hollywood Screen Tests, Take 1",Classics
56,261594,Momentum (Large Format),Documentary,261593,Oz - The Complete First Season,Television
56,261595,Dance 'til Dawn,Comedy,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
56,261595,Dance 'til Dawn,Comedy,261583,"Hollywood Screen Tests, Take 2",Classics
56,261598,Lonesome Dove,Classics,261584,"Hollywood Screen Tests, Take 1",Classics
56,261598,Lonesome Dove,Classics,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
56,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
56,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy,261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy
128,261600,The Cry of the Owl,Mystery & Suspense,261603,House Arrest,Comedy
128,261600,The Cry of the Owl,Mystery & Suspense,261604,"Where Have You Gone, Joe DiMaggio?",Sports
128,261603,House Arrest,Comedy,261600,The Cry of the Owl,Mystery & Suspense
128,261603,House Arrest,Comedy,261604,"Where Have You Gone, Joe DiMaggio?",Sports
128,261604,"Where Have You Gone, Joe DiMaggio?",Sports,261600,The Cry of the Owl,Mystery & Suspense
128,261604,"Where Have You Gone, Joe DiMaggio?",Sports,261603,House Arrest,Comedy
56,261605,Exit to Eden,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
56,261605,Exit to Eden,Comedy,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
56,261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261584,"Hollywood Screen Tests, Take 1",Classics
56,261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
56,261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy
150,261649,ECW (Extreme Championship Wrestling) - Guilty as Charged 2001,Sports,261653,Surviving Desire,Drama
150,261653,Surviving Desire,Drama,261649,ECW (Extreme Championship Wrestling) - Guilty as Charged 2001,Sports
63,261871,Rex the Runt - The Complete Collection,Television,261872,The Life and Adventures of Nicholas Nickleby,Drama
63,261871,Rex the Runt - The Complete Collection,Television,261873,Upstairs Downstairs - The Complete Fifth Season,Television
63,261872,The Life and Adventures of Nicholas Nickleby,Drama,261871,Rex the Runt - The Complete Collection,Television
63,261872,The Life and Adventures of Nicholas Nickleby,Drama,261873,Upstairs Downstairs - The Complete Fifth Season,Television
63,261873,Upstairs Downstairs - The Complete Fifth Season,Television,261871,Rex the Runt - The Complete Collection,Television
63,261873,Upstairs Downstairs - The Complete Fifth Season,Television,261872,The Life and Adventures of Nicholas Nickleby,Drama
