ID,title,genre,ID_cp,title_cp,genre_cp
252239,The Bitter Tears of Petra von Kant,Drama,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense
252240,Two Women,Drama,252239,The Bitter Tears of Petra von Kant,Drama
252240,Two Women,Drama,253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense
253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense,252239,The Bitter Tears of Petra von Kant,Drama
253129,Agatha Christie's Why Didn't They Ask Evans?,Mystery & Suspense,252240,Two Women,Drama
253141,National Geographic - SuperCroc,Documentary,253143,Eastwood After Hours (Live at Carnegie Hall),Music Video & Concerts
253143,Eastwood After Hours (Live at Carnegie Hall),Music Video & Concerts,253141,National Geographic - SuperCroc,Documentary
254647,The Gorilla,Comedy,252232,Snare Drum Basics-DVD,Musicals & Performing Arts
254647,The Gorilla,Comedy,252233,Fit to the Hits with Tamilee: Motown Moves,Sports
254647,The Gorilla,Comedy,252235,The Hidden Half,Drama
256871,Freefall 3050 A.D.,Action & Adventure,256873,Tempest 3000,Action & Adventure
256873,Tempest 3000,Action & Adventure,256871,Freefall 3050 A.D.,Action & Adventure
256873,Tempest 3000,Action & Adventure,258064,Tandem,Drama
256873,Tempest 3000,Action & Adventure,258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports
258064,Tandem,Drama,256871,Freefall 3050 A.D.,Action & Adventure
258064,Tandem,Drama,256873,Tempest 3000,Action & Adventure
258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports,256871,Freefall 3050 A.D.,Action & Adventure
258065,"The Best of Backyard Wrestling, Vol. 2: More Hardcore Than Ever Before!",Sports,256873,Tempest 3000,Action & Adventure
260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy,260144,Posse,Classics
260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy,260145,The Mean Season,Mystery & Suspense
260144,Posse,Classics,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy
260144,Posse,Classics,260145,The Mean Season,Mystery & Suspense
260145,The Mean Season,Mystery & Suspense,260143,Stargate SG-1 Season 1 Boxed Set,Science Fiction & Fantasy
260145,The Mean Season,Mystery & Suspense,260144,Posse,Classics
260910,I Was a Teenage Zombie,Comedy,260972,Bloody Vampire,Horror
260966,Naked Space,Comedy,260967,Samson in the Wax Museum,Horror
260967,Samson in the Wax Museum,Horror,260966,Naked Space,Comedy
260972,Bloody Vampire,Horror,260910,I Was a Teenage Zombie,Comedy
261351,The Princess and the Barrio Boy,Drama,261352,Taps,Drama
261351,The Princess and the Barrio Boy,Drama,261361,Xena - The Series Finale (The Director's Cut),Television
261351,The Princess and the Barrio Boy,Drama,261372,Seventeen Again,Comedy
261352,Taps,Drama,261351,The Princess and the Barrio Boy,Drama
261352,Taps,Drama,261361,Xena - The Series Finale (The Director's Cut),Television
261352,Taps,Drama,261371,Frankie and Hazel,Comedy
261352,Taps,Drama,261372,Seventeen Again,Comedy
261361,Xena - The Series Finale (The Director's Cut),Television,261351,The Princess and the Barrio Boy,Drama
261361,Xena - The Series Finale (The Director's Cut),Television,261352,Taps,Drama
261361,Xena - The Series Finale (The Director's Cut),Television,261372,Seventeen Again,Comedy
261371,Frankie and Hazel,Comedy,261351,The Princess and the Barrio Boy,Drama
261371,Frankie and Hazel,Comedy,261352,Taps,Drama
261372,Seventeen Again,Comedy,261351,The Princess and the Barrio Boy,Drama
261372,Seventeen Again,Comedy,261352,Taps,Drama
261372,Seventeen Again,Comedy,261361,Xena - The Series Finale (The Director's Cut),Television
261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261583,"Hollywood Screen Tests, Take 2",Classics
261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261593,Oz - The Complete First Season,Television
261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261594,Momentum (Large Format),Documentary
261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics,261595,Dance 'til Dawn,Comedy
261583,"Hollywood Screen Tests, Take 2",Classics,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261583,"Hollywood Screen Tests, Take 2",Classics,261584,"Hollywood Screen Tests, Take 1",Classics
261583,"Hollywood Screen Tests, Take 2",Classics,261595,Dance 'til Dawn,Comedy
261584,"Hollywood Screen Tests, Take 1",Classics,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
261584,"Hollywood Screen Tests, Take 1",Classics,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy
261584,"Hollywood Screen Tests, Take 1",Classics,261598,Lonesome Dove,Classics
261587,Cannibal Apocalypse,Horror,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261587,Cannibal Apocalypse,Horror,261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy
261587,Cannibal Apocalypse,Horror,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy
261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261584,"Hollywood Screen Tests, Take 1",Classics
261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261598,Lonesome Dove,Classics
261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy,261605,Exit to Eden,Comedy
261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261590,Hidden Hollywood - Treasures from the 20th Century Fox Vaults,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
261593,Oz - The Complete First Season,Television,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261593,Oz - The Complete First Season,Television,261583,"Hollywood Screen Tests, Take 2",Classics
261593,Oz - The Complete First Season,Television,261594,Momentum (Large Format),Documentary
261594,Momentum (Large Format),Documentary,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261594,Momentum (Large Format),Documentary,261584,"Hollywood Screen Tests, Take 1",Classics
261594,Momentum (Large Format),Documentary,261593,Oz - The Complete First Season,Television
261595,Dance 'til Dawn,Comedy,261582,"Hidden Hollywood, Vol. 2 - More Treasures from the 20th Century Fox Vaults",Classics
261595,Dance 'til Dawn,Comedy,261583,"Hollywood Screen Tests, Take 2",Classics
261598,Lonesome Dove,Classics,261584,"Hollywood Screen Tests, Take 1",Classics
261598,Lonesome Dove,Classics,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy,261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy
261600,The Cry of the Owl,Mystery & Suspense,261603,House Arrest,Comedy
261600,The Cry of the Owl,Mystery & Suspense,261604,"Where Have You Gone, Joe DiMaggio?",Sports
261603,House Arrest,Comedy,261600,The Cry of the Owl,Mystery & Suspense
261603,House Arrest,Comedy,261604,"Where Have You Gone, Joe DiMaggio?",Sports
261604,"Where Have You Gone, Joe DiMaggio?",Sports,261600,The Cry of the Owl,Mystery & Suspense
261604,"Where Have You Gone, Joe DiMaggio?",Sports,261603,House Arrest,Comedy
261605,Exit to Eden,Comedy,261584,"Hollywood Screen Tests, Take 1",Classics
261605,Exit to Eden,Comedy,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261584,"Hollywood Screen Tests, Take 1",Classics
261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261588,Flash Gordon - The Deadly Ray from Mars,Science Fiction & Fantasy
261606,Attack of the 50 Foot Woman,Science Fiction & Fantasy,261599,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,Comedy
261649,ECW (Extreme Championship Wrestling) - Guilty as Charged 2001,Sports,261653,Surviving Desire,Drama
261653,Surviving Desire,Drama,261649,ECW (Extreme Championship Wrestling) - Guilty as Charged 2001,Sports
261871,Rex the Runt - The Complete Collection,Television,261872,The Life and Adventures of Nicholas Nickleby,Drama
261871,Rex the Runt - The Complete Collection,Television,261873,Upstairs Downstairs - The Complete Fifth Season,Television
261872,The Life and Adventures of Nicholas Nickleby,Drama,261871,Rex the Runt - The Complete Collection,Television
261872,The Life and Adventures of Nicholas Nickleby,Drama,261873,Upstairs Downstairs - The Complete Fifth Season,Television
261873,Upstairs Downstairs - The Complete Fifth Season,Television,261871,Rex the Runt - The Complete Collection,Television
261873,Upstairs Downstairs - The Complete Fifth Season,Television,261872,The Life and Adventures of Nicholas Nickleby,Drama
